Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Primary Target,Pathway,Mean Normalized Growth Rate Inhibition Value,Increased Fraction Dead
50541-3,T47D,10047-101-1,Pictilisib,0.031623,pan PI3K,PI3K/mTOR,0.7446,0.00475
50541-3,T47D,10047-101-1,Pictilisib,0.1,pan PI3K,PI3K/mTOR,0.5721,0.00545
50541-3,T47D,10047-101-1,Pictilisib,0.31623,pan PI3K,PI3K/mTOR,0.3369,0.01649
50541-3,T47D,10047-101-1,Pictilisib,1.0,pan PI3K,PI3K/mTOR,0.1470,0.02290
50541-3,T47D,10047-101-1,Pictilisib,3.1623,pan PI3K,PI3K/mTOR,0.0478,0.04547
50541-3,T47D,10047-101-1,Pictilisib,10.0,pan PI3K,PI3K/mTOR,-0.1470,0.20081
50541-3,T47D,10394-101-1,Ceritinib,0.001,ALK,RTK,1.0062,0.00143
50541-3,T47D,10394-101-1,Ceritinib,0.0031623,ALK,RTK,1.0140,-0.00096
50541-3,T47D,10394-101-1,Ceritinib,0.01,ALK,RTK,1.0195,0.00391
50541-3,T47D,10394-101-1,Ceritinib,0.031623,ALK,RTK,0.9800,0.00232
50541-3,T47D,10394-101-1,Ceritinib,0.1,ALK,RTK,0.8770,0.00070
50541-3,T47D,10394-101-1,Ceritinib,0.31623,ALK,RTK,0.7724,0.00245
50541-3,T47D,10394-101-1,Ceritinib,1.0,ALK,RTK,0.6886,0.01126
50541-3,T47D,10394-101-1,Ceritinib,3.1623,ALK,RTK,0.0744,0.17622
50541-3,T47D,10394-101-1,Ceritinib,10.0,ALK,RTK,-0.8550,0.88984
50541-3,T47D,10018-101-1,Neratinib,0.00031623,EGFR/HER2,RTK,1.0300,-0.00340
50541-3,T47D,10018-101-1,Neratinib,0.001,EGFR/HER2,RTK,0.9912,0.00546
50541-3,T47D,10018-101-1,Neratinib,0.0031623,EGFR/HER2,RTK,0.9243,0.00235
50541-3,T47D,10018-101-1,Neratinib,0.01,EGFR/HER2,RTK,0.8992,0.00476
50541-3,T47D,10018-101-1,Neratinib,0.031623,EGFR/HER2,RTK,0.7538,0.00426
50541-3,T47D,10018-101-1,Neratinib,0.1,EGFR/HER2,RTK,0.6690,0.00126
50541-3,T47D,10018-101-1,Neratinib,0.31623,EGFR/HER2,RTK,0.5600,0.00910
50541-3,T47D,10018-101-1,Neratinib,1.0,EGFR/HER2,RTK,0.3976,0.00649
50541-3,T47D,10018-101-1,Neratinib,3.1623,EGFR/HER2,RTK,0.1949,0.02327
50541-3,T47D,10131-101-1,Tivantinib,0.001,MET,RTK,1.1704,0.00007
50541-3,T47D,10131-101-1,Tivantinib,0.0031623,MET,RTK,0.9944,-0.00185
50541-3,T47D,10131-101-1,Tivantinib,0.01,MET,RTK,1.1183,-0.00429
50541-3,T47D,10131-101-1,Tivantinib,0.031623,MET,RTK,1.0430,0.00137
50541-3,T47D,10131-101-1,Tivantinib,0.1,MET,RTK,1.0641,-0.00219
50541-3,T47D,10131-101-1,Tivantinib,0.31623,MET,RTK,0.5916,0.11643
50541-3,T47D,10131-101-1,Tivantinib,1.0,MET,RTK,-0.0899,0.40771
50541-3,T47D,10131-101-1,Tivantinib,3.1623,MET,RTK,-0.1544,0.39446
50541-3,T47D,10131-101-1,Tivantinib,10.0,MET,RTK,-0.1382,0.22895
50541-3,T47D,10444-101-1,Cediranib,0.001,VEGFR/cKIT,RTK,1.0199,-0.00080
50541-3,T47D,10444-101-1,Cediranib,0.0031623,VEGFR/cKIT,RTK,1.0235,0.00154
50541-3,T47D,10444-101-1,Cediranib,0.01,VEGFR/cKIT,RTK,1.0474,-0.00177
50541-3,T47D,10444-101-1,Cediranib,0.031623,VEGFR/cKIT,RTK,1.0481,-0.00119
50541-3,T47D,10444-101-1,Cediranib,0.1,VEGFR/cKIT,RTK,1.0717,0.00087
50541-3,T47D,10444-101-1,Cediranib,0.31623,VEGFR/cKIT,RTK,0.9776,-0.00031
50541-3,T47D,10444-101-1,Cediranib,1.0,VEGFR/cKIT,RTK,0.9308,0.00485
50541-3,T47D,10444-101-1,Cediranib,3.1623,VEGFR/cKIT,RTK,0.7362,0.00772
50541-3,T47D,10444-101-1,Cediranib,10.0,VEGFR/cKIT,RTK,-0.6403,0.66759
50541-3,T47D,10194-106-1,Cabozantinib,0.001,VEGFR2/MET,RTK,1.0327,0.00168
50541-3,T47D,10194-106-1,Cabozantinib,0.0031623,VEGFR2/MET,RTK,1.0074,-0.00117
50541-3,T47D,10194-106-1,Cabozantinib,0.01,VEGFR2/MET,RTK,0.9974,0.00113
50541-3,T47D,10194-106-1,Cabozantinib,0.031623,VEGFR2/MET,RTK,0.9902,0.00410
50541-3,T47D,10194-106-1,Cabozantinib,0.1,VEGFR2/MET,RTK,1.0173,-0.00368
50541-3,T47D,10194-106-1,Cabozantinib,0.31623,VEGFR2/MET,RTK,1.0001,-0.00020
50541-3,T47D,10194-106-1,Cabozantinib,1.0,VEGFR2/MET,RTK,0.9575,-0.00074
50541-3,T47D,10194-106-1,Cabozantinib,3.1623,VEGFR2/MET,RTK,0.8951,0.00602
50541-3,T47D,10194-106-1,Cabozantinib,10.0,VEGFR2/MET,RTK,0.3126,0.03378
50131-2,CAMA-1,10390-103-1,Abemaciclib,0.001,CDK4/6,Cell cycle,0.8607,-0.00387
50131-2,CAMA-1,10390-103-1,Abemaciclib,0.0031623,CDK4/6,Cell cycle,0.7616,-0.01500
50131-2,CAMA-1,10390-103-1,Abemaciclib,0.01,CDK4/6,Cell cycle,0.4456,-0.00670
50131-2,CAMA-1,10390-103-1,Abemaciclib,0.031623,CDK4/6,Cell cycle,0.2699,-0.00638
50131-2,CAMA-1,10390-103-1,Abemaciclib,0.1,CDK4/6,Cell cycle,0.2405,0.00132
50131-2,CAMA-1,10390-103-1,Abemaciclib,0.31623,CDK4/6,Cell cycle,0.2781,-0.00716
50131-2,CAMA-1,10390-103-1,Abemaciclib,1.0,CDK4/6,Cell cycle,0.2755,-0.00154
50131-2,CAMA-1,10390-103-1,Abemaciclib,3.1623,CDK4/6,Cell cycle,0.2833,-0.00928
50131-2,CAMA-1,10390-103-1,Abemaciclib,10.0,CDK4/6,Cell cycle,0.2222,0.01287
50131-2,CAMA-1,10071-101-1,Palbociclib,0.00031623,CDK4/6,Cell cycle,0.9283,-0.00091
50131-2,CAMA-1,10071-101-1,Palbociclib,0.001,CDK4/6,Cell cycle,1.0065,0.00159
50131-2,CAMA-1,10071-101-1,Palbociclib,0.0031623,CDK4/6,Cell cycle,0.9617,-0.00471
50131-2,CAMA-1,10071-101-1,Palbociclib,0.01,CDK4/6,Cell cycle,0.8770,-0.00482
50131-2,CAMA-1,10071-101-1,Palbociclib,0.031623,CDK4/6,Cell cycle,0.6754,-0.00682
50131-2,CAMA-1,10071-101-1,Palbociclib,0.1,CDK4/6,Cell cycle,0.4632,-0.00245
50131-2,CAMA-1,10071-101-1,Palbociclib,0.31623,CDK4/6,Cell cycle,0.2950,0.00058
50131-2,CAMA-1,10071-101-1,Palbociclib,1.0,CDK4/6,Cell cycle,0.2926,0.00268
50131-2,CAMA-1,10071-101-1,Palbociclib,3.1623,CDK4/6,Cell cycle,0.2816,0.00067
50131-2,CAMA-1,10006-101-1,AZD7762,0.001,CHK1/2,Cell cycle,1.0010,0.00104
50131-2,CAMA-1,10006-101-1,AZD7762,0.0031623,CHK1/2,Cell cycle,1.0273,-0.00132
50131-2,CAMA-1,10006-101-1,AZD7762,0.01,CHK1/2,Cell cycle,1.0162,-0.00250
50131-2,CAMA-1,10006-101-1,AZD7762,0.031623,CHK1/2,Cell cycle,0.9360,-0.00127
50131-2,CAMA-1,10006-101-1,AZD7762,0.1,CHK1/2,Cell cycle,0.6958,0.03756
50131-2,CAMA-1,10006-101-1,AZD7762,0.31623,CHK1/2,Cell cycle,0.4526,0.07957
50131-2,CAMA-1,10006-101-1,AZD7762,1.0,CHK1/2,Cell cycle,0.1438,0.15782
50131-2,CAMA-1,10006-101-1,AZD7762,3.1623,CHK1/2,Cell cycle,-0.0865,0.19243
50131-2,CAMA-1,10006-101-1,AZD7762,10.0,CHK1/2,Cell cycle,-0.0678,0.14249
50131-2,CAMA-1,10387-101-1,Volasertib,0.0001,PLK,Cell cycle,0.9634,-0.00131
50131-2,CAMA-1,10387-101-1,Volasertib,0.00031623,PLK,Cell cycle,0.9313,0.00167
50131-2,CAMA-1,10387-101-1,Volasertib,0.001,PLK,Cell cycle,1.0189,0.00711
50131-2,CAMA-1,10387-101-1,Volasertib,0.0031623,PLK,Cell cycle,0.9228,0.01916
50131-2,CAMA-1,10387-101-1,Volasertib,0.01,PLK,Cell cycle,0.2699,0.17858
50131-2,CAMA-1,10387-101-1,Volasertib,0.031623,PLK,Cell cycle,-0.2898,0.47100
50131-2,CAMA-1,10387-101-1,Volasertib,0.1,PLK,Cell cycle,-0.3812,0.53477
50131-2,CAMA-1,10387-101-1,Volasertib,0.31623,PLK,Cell cycle,-0.2965,0.48408
50131-2,CAMA-1,10387-101-1,Volasertib,1.0,PLK,Cell cycle,-0.0983,0.15309
50131-2,CAMA-1,10287-101-2,Dinaciclib,0.0001,pan CDK,Cell cycle,0.9611,-0.00160
50131-2,CAMA-1,10287-101-2,Dinaciclib,0.00031623,pan CDK,Cell cycle,1.0393,-0.00207
50131-2,CAMA-1,10287-101-2,Dinaciclib,0.001,pan CDK,Cell cycle,1.0151,0.00372
50131-2,CAMA-1,10287-101-2,Dinaciclib,0.0031623,pan CDK,Cell cycle,0.9856,0.01091
50131-2,CAMA-1,10287-101-2,Dinaciclib,0.01,pan CDK,Cell cycle,0.7116,0.05079
50131-2,CAMA-1,10287-101-2,Dinaciclib,0.031623,pan CDK,Cell cycle,-0.0429,0.15298
50131-2,CAMA-1,10287-101-2,Dinaciclib,0.1,pan CDK,Cell cycle,-0.3799,0.45483
50131-2,CAMA-1,10287-101-2,Dinaciclib,0.31623,pan CDK,Cell cycle,-0.4166,0.50704
50131-2,CAMA-1,10287-101-2,Dinaciclib,1.0,pan CDK,Cell cycle,-0.4849,0.55731
50131-2,CAMA-1,10245-999-4,Cisplatin,0.0010833,Chemo,Chemotherapy,1.1581,-0.00442
50131-2,CAMA-1,10245-999-4,Cisplatin,0.0033333,Chemo,Chemotherapy,0.8750,0.00549
50131-2,CAMA-1,10245-999-4,Cisplatin,0.01,Chemo,Chemotherapy,0.8051,0.01388
50131-2,CAMA-1,10245-999-4,Cisplatin,0.031667,Chemo,Chemotherapy,0.9428,0.00172
50131-2,CAMA-1,10245-999-4,Cisplatin,0.1,Chemo,Chemotherapy,0.8179,0.00320
50131-2,CAMA-1,10245-999-4,Cisplatin,0.31623,Chemo,Chemotherapy,0.6274,0.01628
50131-2,CAMA-1,10245-999-4,Cisplatin,1.0,Chemo,Chemotherapy,0.5739,0.04031
50131-2,CAMA-1,10245-999-4,Cisplatin,3.1623,Chemo,Chemotherapy,0.1707,0.10927
50131-2,CAMA-1,10245-999-4,Cisplatin,10.0,Chemo,Chemotherapy,-0.0042,0.12973
50131-2,CAMA-1,10248-102-3,Doxorubicin,0.00031623,Chemo,Chemotherapy,0.8316,0.00731
50131-2,CAMA-1,10248-102-3,Doxorubicin,0.001,Chemo,Chemotherapy,0.9028,0.00334
50131-2,CAMA-1,10248-102-3,Doxorubicin,0.0031623,Chemo,Chemotherapy,0.8512,0.00722
50131-2,CAMA-1,10248-102-3,Doxorubicin,0.01,Chemo,Chemotherapy,0.3770,0.07009
50131-2,CAMA-1,10248-102-3,Doxorubicin,0.031623,Chemo,Chemotherapy,-0.0852,0.19391
50131-2,CAMA-1,10248-102-3,Doxorubicin,0.1,Chemo,Chemotherapy,-0.1373,0.30202
50131-2,CAMA-1,10248-102-3,Doxorubicin,0.31623,Chemo,Chemotherapy,-0.2277,0.32992
50131-2,CAMA-1,10248-102-3,Doxorubicin,1.0,Chemo,Chemotherapy,-0.5111,0.62817
50131-2,CAMA-1,10248-102-3,Doxorubicin,3.1623,Chemo,Chemotherapy,-0.6517,0.79195
50131-2,CAMA-1,10102-101-4,Taxol,0.0001,Chemo,Chemotherapy,0.8930,0.01730
50131-2,CAMA-1,10102-101-4,Taxol,0.00031623,Chemo,Chemotherapy,0.9279,0.00212
50131-2,CAMA-1,10102-101-4,Taxol,0.001,Chemo,Chemotherapy,0.8898,0.00963
50131-2,CAMA-1,10102-101-4,Taxol,0.0031623,Chemo,Chemotherapy,0.2152,0.25142
50131-2,CAMA-1,10102-101-4,Taxol,0.01,Chemo,Chemotherapy,-0.4525,0.59826
50131-2,CAMA-1,10102-101-4,Taxol,0.031623,Chemo,Chemotherapy,-0.4656,0.57304
50131-2,CAMA-1,10102-101-4,Taxol,0.1,Chemo,Chemotherapy,-0.4636,0.57704
50131-2,CAMA-1,10102-101-4,Taxol,0.31623,Chemo,Chemotherapy,-0.4708,0.57926
50131-2,CAMA-1,10102-101-4,Taxol,1.0,Chemo,Chemotherapy,-0.4944,0.58426
50131-2,CAMA-1,10278-102-2,Topotecan,0.0010833,Topo I,Chemotherapy,0.7749,0.00508
50131-2,CAMA-1,10278-102-2,Topotecan,0.0033333,Topo I,Chemotherapy,0.5453,0.03353
50131-2,CAMA-1,10278-102-2,Topotecan,0.01,Topo I,Chemotherapy,0.0384,0.12277
50131-2,CAMA-1,10278-102-2,Topotecan,0.031667,Topo I,Chemotherapy,-0.1717,0.15680
50131-2,CAMA-1,10278-102-2,Topotecan,0.1,Topo I,Chemotherapy,-0.1246,0.20068
50131-2,CAMA-1,10278-102-2,Topotecan,0.31623,Topo I,Chemotherapy,-0.2693,0.30034
50131-2,CAMA-1,10278-102-2,Topotecan,1.0,Topo I,Chemotherapy,-0.2871,0.30418
50131-2,CAMA-1,10278-102-2,Topotecan,3.1623,Topo I,Chemotherapy,-0.3059,0.31435
50131-2,CAMA-1,10278-102-2,Topotecan,10.0,Topo I,Chemotherapy,-0.4230,0.45168
50131-2,CAMA-1,10250-101-3,Etoposide,0.0010833,Topo II,Chemotherapy,0.9204,-0.00628
50131-2,CAMA-1,10250-101-3,Etoposide,0.0033333,Topo II,Chemotherapy,1.0043,-0.00210
50131-2,CAMA-1,10250-101-3,Etoposide,0.01,Topo II,Chemotherapy,1.0564,-0.00659
50131-2,CAMA-1,10250-101-3,Etoposide,0.031667,Topo II,Chemotherapy,0.9455,0.00039
50131-2,CAMA-1,10250-101-3,Etoposide,0.1,Topo II,Chemotherapy,0.6661,0.02215
50131-2,CAMA-1,10250-101-3,Etoposide,0.31623,Topo II,Chemotherapy,0.1346,0.08738
50131-2,CAMA-1,10250-101-3,Etoposide,1.0,Topo II,Chemotherapy,-0.1945,0.24922
50131-2,CAMA-1,10250-101-3,Etoposide,3.1623,Topo II,Chemotherapy,-0.3802,0.45373
50131-2,CAMA-1,10250-101-3,Etoposide,10.0,Topo II,Chemotherapy,-0.4476,0.53357
50131-2,CAMA-1,10020-101-1,Dasatinib,0.001,BCR/ABL,MAPK/nRTK,0.9183,0.00002
50131-2,CAMA-1,10020-101-1,Dasatinib,0.0031623,BCR/ABL,MAPK/nRTK,0.9440,0.00573
50131-2,CAMA-1,10020-101-1,Dasatinib,0.01,BCR/ABL,MAPK/nRTK,0.8735,0.00440
50131-2,CAMA-1,10020-101-1,Dasatinib,0.031623,BCR/ABL,MAPK/nRTK,0.8621,0.00302
50131-2,CAMA-1,10020-101-1,Dasatinib,0.1,BCR/ABL,MAPK/nRTK,0.8928,-0.00716
50131-2,CAMA-1,10020-101-1,Dasatinib,0.31623,BCR/ABL,MAPK/nRTK,0.8473,-0.00767
50131-2,CAMA-1,10020-101-1,Dasatinib,1.0,BCR/ABL,MAPK/nRTK,0.7975,-0.00687
50131-2,CAMA-1,10020-101-1,Dasatinib,3.1623,BCR/ABL,MAPK/nRTK,0.7675,-0.00726
50131-2,CAMA-1,10020-101-1,Dasatinib,10.0,BCR/ABL,MAPK/nRTK,0.6790,-0.00678
50131-2,CAMA-1,10142-101-1,Trametinib,0.0001,MEK,MAPK/nRTK,0.9917,-0.00222
50131-2,CAMA-1,10142-101-1,Trametinib,0.00031623,MEK,MAPK/nRTK,1.0109,-0.00344
50131-2,CAMA-1,10142-101-1,Trametinib,0.001,MEK,MAPK/nRTK,0.9050,-0.00147
50131-2,CAMA-1,10142-101-1,Trametinib,0.0031623,MEK,MAPK/nRTK,0.9489,-0.00489
50131-2,CAMA-1,10142-101-1,Trametinib,0.01,MEK,MAPK/nRTK,0.8668,0.00011
50131-2,CAMA-1,10142-101-1,Trametinib,0.031623,MEK,MAPK/nRTK,0.7842,0.00097
50131-2,CAMA-1,10142-101-1,Trametinib,0.1,MEK,MAPK/nRTK,0.7104,0.00224
50131-2,CAMA-1,10142-101-1,Trametinib,0.31623,MEK,MAPK/nRTK,0.6515,0.01234
50131-2,CAMA-1,10142-101-1,Trametinib,1.0,MEK,MAPK/nRTK,0.5526,0.02417
50131-2,CAMA-1,10032-101-1,Saracatinib,0.001,SRC,MAPK/nRTK,0.9434,0.00559
50131-2,CAMA-1,10032-101-1,Saracatinib,0.0031623,SRC,MAPK/nRTK,1.0236,-0.00074
50131-2,CAMA-1,10032-101-1,Saracatinib,0.01,SRC,MAPK/nRTK,0.9799,0.00197
50131-2,CAMA-1,10032-101-1,Saracatinib,0.031623,SRC,MAPK/nRTK,1.0850,-0.00584
50131-2,CAMA-1,10032-101-1,Saracatinib,0.1,SRC,MAPK/nRTK,0.9690,0.00511
50131-2,CAMA-1,10032-101-1,Saracatinib,0.31623,SRC,MAPK/nRTK,0.9979,-0.00016
50131-2,CAMA-1,10032-101-1,Saracatinib,1.0,SRC,MAPK/nRTK,0.9700,0.00269
50131-2,CAMA-1,10032-101-1,Saracatinib,3.1623,SRC,MAPK/nRTK,0.9067,-0.00567
50131-2,CAMA-1,10032-101-1,Saracatinib,10.0,SRC,MAPK/nRTK,0.7736,-0.00710
50131-2,CAMA-1,10179-101-1,ABT-737,0.001,Bcl2/XL,Misc,0.9807,0.00074
50131-2,CAMA-1,10179-101-1,ABT-737,0.0031623,Bcl2/XL,Misc,1.0073,-0.00051
50131-2,CAMA-1,10179-101-1,ABT-737,0.01,Bcl2/XL,Misc,1.0343,-0.00364
50131-2,CAMA-1,10179-101-1,ABT-737,0.031623,Bcl2/XL,Misc,1.0351,0.00726
50131-2,CAMA-1,10179-101-1,ABT-737,0.1,Bcl2/XL,Misc,1.0466,0.00959
50131-2,CAMA-1,10179-101-1,ABT-737,0.31623,Bcl2/XL,Misc,0.9664,0.02142
50131-2,CAMA-1,10179-101-1,ABT-737,1.0,Bcl2/XL,Misc,1.0258,0.02694
50131-2,CAMA-1,10179-101-1,ABT-737,3.1623,Bcl2/XL,Misc,0.9560,0.05177
50131-2,CAMA-1,10179-101-1,ABT-737,10.0,Bcl2/XL,Misc,0.8643,0.08499
50131-2,CAMA-1,10282-101-2,Vorinostat,0.001,HDAC,Misc,0.9564,0.00221
50131-2,CAMA-1,10282-101-2,Vorinostat,0.0031623,HDAC,Misc,0.9495,0.00514
50131-2,CAMA-1,10282-101-2,Vorinostat,0.01,HDAC,Misc,0.9096,0.00336
50131-2,CAMA-1,10282-101-2,Vorinostat,0.031623,HDAC,Misc,0.9278,0.00508
50131-2,CAMA-1,10282-101-2,Vorinostat,0.1,HDAC,Misc,0.8949,0.01832
50131-2,CAMA-1,10282-101-2,Vorinostat,0.31623,HDAC,Misc,0.7945,0.02389
50131-2,CAMA-1,10282-101-2,Vorinostat,1.0,HDAC,Misc,0.5075,0.06779
50131-2,CAMA-1,10282-101-2,Vorinostat,3.1623,HDAC,Misc,-0.2787,0.47700
50131-2,CAMA-1,10282-101-2,Vorinostat,10.0,HDAC,Misc,-0.4902,0.62669
50131-2,CAMA-1,10161-101-1,Luminespib,0.0001,HSP90,Misc,0.9883,0.00574
50131-2,CAMA-1,10161-101-1,Luminespib,0.00031623,HSP90,Misc,1.0253,-0.00223
50131-2,CAMA-1,10161-101-1,Luminespib,0.001,HSP90,Misc,1.0545,0.00135
50131-2,CAMA-1,10161-101-1,Luminespib,0.0031623,HSP90,Misc,1.0126,-0.00281
50131-2,CAMA-1,10161-101-1,Luminespib,0.01,HSP90,Misc,0.3400,0.03720
50131-2,CAMA-1,10161-101-1,Luminespib,0.031623,HSP90,Misc,-0.0610,0.16783
50131-2,CAMA-1,10161-101-1,Luminespib,0.1,HSP90,Misc,-0.0536,0.17861
50131-2,CAMA-1,10161-101-1,Luminespib,0.31623,HSP90,Misc,-0.0698,0.16373
50131-2,CAMA-1,10161-101-1,Luminespib,1.0,HSP90,Misc,-0.0498,0.17793
50131-2,CAMA-1,10478-102-1,A-1210477,0.001,Mcl-1,Misc,0.9058,0.00889
50131-2,CAMA-1,10478-102-1,A-1210477,0.0031623,Mcl-1,Misc,1.0197,-0.00239
50131-2,CAMA-1,10478-102-1,A-1210477,0.01,Mcl-1,Misc,0.9536,0.00258
50131-2,CAMA-1,10478-102-1,A-1210477,0.031623,Mcl-1,Misc,1.0125,-0.00008
50131-2,CAMA-1,10478-102-1,A-1210477,0.1,Mcl-1,Misc,1.0395,-0.00244
50131-2,CAMA-1,10478-102-1,A-1210477,0.31623,Mcl-1,Misc,1.0327,-0.00444
50131-2,CAMA-1,10478-102-1,A-1210477,1.0,Mcl-1,Misc,1.0471,0.00096
50131-2,CAMA-1,10478-102-1,A-1210477,3.1623,Mcl-1,Misc,0.9832,0.00394
50131-2,CAMA-1,10478-102-1,A-1210477,10.0,Mcl-1,Misc,0.8758,0.03885
50131-2,CAMA-1,10144-101-3,Olaparib,0.001,PARP,Misc,0.9258,-0.00140
50131-2,CAMA-1,10144-101-3,Olaparib,0.0031623,PARP,Misc,0.9614,0.00125
50131-2,CAMA-1,10144-101-3,Olaparib,0.01,PARP,Misc,0.9786,-0.00813
50131-2,CAMA-1,10144-101-3,Olaparib,0.031623,PARP,Misc,1.0086,-0.00126
50131-2,CAMA-1,10144-101-3,Olaparib,0.1,PARP,Misc,0.9608,-0.00424
50131-2,CAMA-1,10144-101-3,Olaparib,0.31623,PARP,Misc,0.9723,0.00112
50131-2,CAMA-1,10144-101-3,Olaparib,1.0,PARP,Misc,0.9432,0.00051
50131-2,CAMA-1,10144-101-3,Olaparib,3.1623,PARP,Misc,0.9513,0.00093
50131-2,CAMA-1,10144-101-3,Olaparib,10.0,PARP,Misc,0.6788,0.00382
50131-2,CAMA-1,10482-114-1,Bleomycin,0.0010833,Radiation,Misc,1.0126,-0.00202
50131-2,CAMA-1,10482-114-1,Bleomycin,0.0033333,Radiation,Misc,0.9374,-0.00562
50131-2,CAMA-1,10482-114-1,Bleomycin,0.01,Radiation,Misc,0.8458,-0.00188
50131-2,CAMA-1,10482-114-1,Bleomycin,0.031667,Radiation,Misc,0.8675,0.00236
50131-2,CAMA-1,10482-114-1,Bleomycin,0.1,Radiation,Misc,0.8583,-0.00300
50131-2,CAMA-1,10482-114-1,Bleomycin,0.31623,Radiation,Misc,0.8169,0.01227
50131-2,CAMA-1,10482-114-1,Bleomycin,1.0,Radiation,Misc,0.7375,0.02526
50131-2,CAMA-1,10482-114-1,Bleomycin,3.1623,Radiation,Misc,0.2696,0.07922
50131-2,CAMA-1,10482-114-1,Bleomycin,10.0,Radiation,Misc,-0.0365,0.20034
50131-2,CAMA-1,10338-101-1,Ipatasertib,0.001,AKT,PI3K/mTOR,0.9540,-0.00406
50131-2,CAMA-1,10338-101-1,Ipatasertib,0.0031623,AKT,PI3K/mTOR,0.9500,-0.00273
50131-2,CAMA-1,10338-101-1,Ipatasertib,0.01,AKT,PI3K/mTOR,1.0456,-0.00906
50131-2,CAMA-1,10338-101-1,Ipatasertib,0.031623,AKT,PI3K/mTOR,0.8955,-0.00218
50131-2,CAMA-1,10338-101-1,Ipatasertib,0.1,AKT,PI3K/mTOR,0.7817,0.00048
50131-2,CAMA-1,10338-101-1,Ipatasertib,0.31623,AKT,PI3K/mTOR,0.4440,0.02939
50131-2,CAMA-1,10338-101-1,Ipatasertib,1.0,AKT,PI3K/mTOR,0.2447,0.08663
50131-2,CAMA-1,10338-101-1,Ipatasertib,3.1623,AKT,PI3K/mTOR,-0.0131,0.22616
50131-2,CAMA-1,10338-101-1,Ipatasertib,10.0,AKT,PI3K/mTOR,-0.2361,0.42872
50131-2,CAMA-1,10233-101-1,Alpelisib,0.001,PI3Ka,PI3K/mTOR,0.9251,0.00764
50131-2,CAMA-1,10233-101-1,Alpelisib,0.0031623,PI3Ka,PI3K/mTOR,0.8864,0.00676
50131-2,CAMA-1,10233-101-1,Alpelisib,0.01,PI3Ka,PI3K/mTOR,1.0178,0.00209
50131-2,CAMA-1,10233-101-1,Alpelisib,0.031623,PI3Ka,PI3K/mTOR,0.9748,0.00282
50131-2,CAMA-1,10233-101-1,Alpelisib,0.1,PI3Ka,PI3K/mTOR,1.0185,0.00312
50131-2,CAMA-1,10233-101-1,Alpelisib,0.31623,PI3Ka,PI3K/mTOR,1.0281,0.00074
50131-2,CAMA-1,10233-101-1,Alpelisib,1.0,PI3Ka,PI3K/mTOR,0.9959,0.00405
50131-2,CAMA-1,10233-101-1,Alpelisib,3.1623,PI3Ka,PI3K/mTOR,1.0419,0.00522
50131-2,CAMA-1,10233-101-1,Alpelisib,10.0,PI3Ka,PI3K/mTOR,0.9788,0.01765
50131-2,CAMA-1,10445-101-1,Taselisib,0.001,"PI3Ka, g, d",PI3K/mTOR,0.9878,0.00563
50131-2,CAMA-1,10445-101-1,Taselisib,0.0031623,"PI3Ka, g, d",PI3K/mTOR,0.9302,0.00843
50131-2,CAMA-1,10445-101-1,Taselisib,0.01,"PI3Ka, g, d",PI3K/mTOR,1.0142,0.00069
50131-2,CAMA-1,10445-101-1,Taselisib,0.031623,"PI3Ka, g, d",PI3K/mTOR,0.8958,0.00209
50131-2,CAMA-1,10445-101-1,Taselisib,0.1,"PI3Ka, g, d",PI3K/mTOR,0.9834,0.00562
50131-2,CAMA-1,10445-101-1,Taselisib,0.31623,"PI3Ka, g, d",PI3K/mTOR,0.8057,0.01324
50131-2,CAMA-1,10445-101-1,Taselisib,1.0,"PI3Ka, g, d",PI3K/mTOR,0.6579,0.02664
50131-2,CAMA-1,10445-101-1,Taselisib,3.1623,"PI3Ka, g, d",PI3K/mTOR,0.3323,0.10274
50131-2,CAMA-1,10445-101-1,Taselisib,10.0,"PI3Ka, g, d",PI3K/mTOR,-0.1525,0.32154
50131-2,CAMA-1,10171-101-1,TGX221,0.001,PI3Kb,PI3K/mTOR,1.0061,0.00604
50131-2,CAMA-1,10171-101-1,TGX221,0.0031623,PI3Kb,PI3K/mTOR,1.0292,-0.00243
50131-2,CAMA-1,10171-101-1,TGX221,0.01,PI3Kb,PI3K/mTOR,1.0883,-0.00017
50131-2,CAMA-1,10171-101-1,TGX221,0.031623,PI3Kb,PI3K/mTOR,1.0402,0.00109
50131-2,CAMA-1,10171-101-1,TGX221,0.1,PI3Kb,PI3K/mTOR,0.9859,0.00472
50131-2,CAMA-1,10171-101-1,TGX221,0.31623,PI3Kb,PI3K/mTOR,0.9828,0.00262
50131-2,CAMA-1,10171-101-1,TGX221,1.0,PI3Kb,PI3K/mTOR,0.9662,0.00536
50131-2,CAMA-1,10171-101-1,TGX221,3.1623,PI3Kb,PI3K/mTOR,0.9643,0.00318
50131-2,CAMA-1,10171-101-1,TGX221,10.0,PI3Kb,PI3K/mTOR,0.8500,0.01062
50131-2,CAMA-1,10080-101-1,Torin2,0.0001,mTOR/ATM/ATR,PI3K/mTOR,0.9404,0.00432
50131-2,CAMA-1,10080-101-1,Torin2,0.00031623,mTOR/ATM/ATR,PI3K/mTOR,1.0346,-0.00490
